so_id,so_number,customer_id,warehouse_id,order_date,requested_delivery_date,actual_ship_date,status,total_amount,shipping_cost
7779,SO-2024-007779,9,2,2024-07-17,2024-07-23,2024-07-19,Delivered,292222.1,18.69
7780,SO-2024-007780,98,3,2024-07-17,2024-07-23,2024-07-22,Delivered,76870.42,56.09
7781,SO-2024-007781,6,5,2024-07-17,2024-07-21,2024-07-20,Delivered,7886.69,87.84
7782,SO-2024-007782,15,3,2024-07-17,2024-07-30,2024-07-20,Delivered,219867.25,27.54
7783,SO-2024-007783,5,1,2024-07-17,2024-07-24,2024-07-22,Delivered,371392.37,45.53
7784,SO-2024-007784,110,3,2024-07-17,2024-07-22,2024-07-19,Delivered,7190.08,58.98
7785,SO-2024-007785,148,3,2024-07-17,2024-07-23,2024-07-18,Delivered,132409.46,96.94
7786,SO-2024-007786,12,1,2024-07-17,2024-07-30,2024-07-20,Delivered,168890.13,99.96
7787,SO-2024-007787,84,4,2024-07-17,2024-07-27,2024-07-18,Delivered,947.79,60.95
7788,SO-2024-007788,77,1,2024-07-17,2024-07-25,2024-07-19,Delivered,36547.37,36.53
7789,SO-2024-007789,6,5,2024-07-17,2024-07-22,2024-07-21,Delivered,14805.14,57.43
7790,SO-2024-007790,15,4,2024-07-17,2024-07-27,2024-07-18,Delivered,83058.26,31.05
7791,SO-2024-007791,128,2,2024-07-17,2024-07-27,2024-07-18,Delivered,4730.31,21.44
7792,SO-2024-007792,82,5,2024-07-17,2024-07-22,2024-07-21,Delivered,12892.8,76.14
7793,SO-2024-007793,34,4,2024-07-17,2024-07-29,2024-07-21,Delivered,200604.19,73.08
7794,SO-2024-007794,55,1,2024-07-17,2024-07-28,2024-07-19,Delivered,6074.82,52.93
7795,SO-2024-007795,123,3,2024-07-17,2024-07-28,2024-07-22,Delivered,18492.54,67.22
7796,SO-2024-007796,2,4,2024-07-17,2024-07-26,2024-07-18,Delivered,223701.55,96.81
7797,SO-2024-007797,142,1,2024-07-17,2024-07-24,2024-07-20,Delivered,63109.58,73.54
7798,SO-2024-007798,83,2,2024-07-17,2024-07-24,2024-07-22,Delivered,206747.41,67.48
7799,SO-2024-007799,146,4,2024-07-17,2024-07-28,2024-07-19,Delivered,8421.9,37.86
7800,SO-2024-007800,121,5,2024-07-17,2024-07-24,2024-07-19,Delivered,9160.86,86.43
7801,SO-2024-007801,119,5,2024-07-17,2024-07-29,2024-07-22,Delivered,10179.65,53.78
7802,SO-2024-007802,144,4,2024-07-17,2024-07-29,2024-07-22,Delivered,398347.14,53.4
7803,SO-2024-007803,67,1,2024-07-17,2024-07-20,2024-07-20,Delivered,151141.24,23.37
7804,SO-2024-007804,58,1,2024-07-17,2024-07-20,2024-07-20,Delivered,244624.69,24.78
7805,SO-2024-007805,90,1,2024-07-17,2024-07-28,2024-07-20,Delivered,176145.97,18.08
7806,SO-2024-007806,120,3,2024-07-17,2024-07-29,2024-07-18,Delivered,187343.3,65.65
7807,SO-2024-007807,29,4,2024-07-17,2024-07-28,2024-07-20,Delivered,270822.42,13.5
7808,SO-2024-007808,148,1,2024-07-17,2024-07-21,2024-07-20,Delivered,138335.79,36.42
7809,SO-2024-007809,127,3,2024-07-17,2024-07-27,2024-07-21,Delivered,140912.38,24.84
7810,SO-2024-007810,111,4,2024-07-17,2024-07-24,2024-07-22,Delivered,8357.68,97.63
7811,SO-2024-007811,103,1,2024-07-17,2024-07-29,2024-07-18,Delivered,164490.91,83.72
7812,SO-2024-007812,150,4,2024-07-17,2024-07-27,2024-07-20,Delivered,101849.43,17.52
7813,SO-2024-007813,48,2,2024-07-17,2024-07-30,2024-07-19,Delivered,12973.8,66.03
7814,SO-2024-007814,20,3,2024-07-17,2024-07-31,2024-07-21,Delivered,93591.73,55.47
7815,SO-2024-007815,68,3,2024-07-17,2024-07-20,2024-07-19,Delivered,60347.72,96.43
7816,SO-2024-007816,147,2,2024-07-17,2024-07-28,2024-07-18,Delivered,52851.17,47.78
7817,SO-2024-007817,99,2,2024-07-17,2024-07-29,2024-07-20,Delivered,1798.93,49.64
7818,SO-2024-007818,127,3,2024-07-17,2024-07-28,2024-07-21,Delivered,309037.07,10.26
7819,SO-2024-007819,88,3,2024-07-17,2024-07-24,2024-07-21,Delivered,39161.17,36.84
7820,SO-2024-007820,87,4,2024-07-17,2024-07-26,2024-07-22,Delivered,18828.34,35.49
7821,SO-2024-007821,66,3,2024-07-17,2024-07-21,2024-07-19,Delivered,257918.16,41.59
7822,SO-2024-007822,110,2,2024-07-17,2024-07-24,2024-07-21,Delivered,1610.67,35.08
7823,SO-2024-007823,78,5,2024-07-17,2024-07-24,2024-07-21,Delivered,10557.16,65.87
7824,SO-2024-007824,80,4,2024-07-17,2024-07-24,2024-07-21,Delivered,8765.7,38.66
7825,SO-2024-007825,49,4,2024-07-17,2024-07-31,2024-07-21,Delivered,72221.33,95.88
7826,SO-2024-007826,22,3,2024-07-17,2024-07-28,2024-07-22,Delivered,6943.42,67.33
7827,SO-2024-007827,99,4,2024-07-17,2024-07-25,2024-07-21,Delivered,511.17,88.54
7828,SO-2024-007828,106,3,2024-07-17,2024-07-31,2024-07-20,Delivered,14636.73,95.9
7829,SO-2024-007829,84,3,2024-07-17,2024-07-20,2024-07-19,Delivered,252.51,76.94
7830,SO-2024-007830,42,1,2024-07-17,2024-07-27,2024-07-21,Delivered,13591.89,97.12
7831,SO-2024-007831,27,1,2024-07-17,2024-07-30,2024-07-20,Delivered,4661.65,51.65
7832,SO-2024-007832,19,5,2024-07-17,2024-07-31,2024-07-21,Delivered,5462.09,23.63
7833,SO-2024-007833,86,4,2024-07-17,2024-07-29,2024-07-22,Delivered,24926.21,56.9
7834,SO-2024-007834,30,2,2024-07-17,2024-07-31,2024-07-20,Delivered,207908.38,71.89
7835,SO-2024-007835,123,2,2024-07-17,2024-07-20,2024-07-18,Delivered,24838.26,74.39
7836,SO-2024-007836,43,4,2024-07-17,2024-07-24,2024-07-20,Delivered,110539.53,96.91
7837,SO-2024-007837,108,3,2024-07-18,2024-07-28,2024-07-19,Delivered,117.9,46.54
7838,SO-2024-007838,94,5,2024-07-18,2024-08-01,2024-07-22,Delivered,103026.38,98.34
7839,SO-2024-007839,139,2,2024-07-18,2024-07-21,2024-07-22,Delivered,165288.43,78.35
7840,SO-2024-007840,55,1,2024-07-18,2024-07-22,2024-07-19,Delivered,8417.89,94.14
7841,SO-2024-007841,125,4,2024-07-18,2024-07-29,2024-07-19,Delivered,13781.12,48.35
7842,SO-2024-007842,147,2,2024-07-18,2024-07-24,2024-07-20,Delivered,214256.5,23.33
7843,SO-2024-007843,119,5,2024-07-18,2024-07-29,2024-07-20,Delivered,9947.36,91.46
7844,SO-2024-007844,100,5,2024-07-18,2024-07-25,2024-07-19,Delivered,3471.08,85.23
7845,SO-2024-007845,15,2,2024-07-18,2024-07-31,2024-07-23,Delivered,242170.03,57.9
7846,SO-2024-007846,44,4,2024-07-18,2024-07-31,2024-07-23,Delivered,121631.69,41.46
7847,SO-2024-007847,79,2,2024-07-18,2024-07-23,2024-07-22,Delivered,1678.2,64.62
7848,SO-2024-007848,29,4,2024-07-18,2024-07-30,2024-07-20,Delivered,34739.48,89.57
7849,SO-2024-007849,125,3,2024-07-18,2024-07-25,2024-07-23,Delivered,43250.64,74.4
7850,SO-2024-007850,145,3,2024-07-18,2024-07-26,2024-07-21,Delivered,4295.92,47.24
7851,SO-2024-007851,146,3,2024-07-18,2024-07-26,2024-07-20,Delivered,4606.3,49.7
7852,SO-2024-007852,105,1,2024-07-18,2024-07-28,2024-07-20,Delivered,670.24,93.85
7853,SO-2024-007853,19,4,2024-07-18,2024-07-23,2024-07-23,Delivered,1269.79,22.36
7854,SO-2024-007854,51,4,2024-07-18,2024-07-24,2024-07-19,Delivered,369.15,33.36
7855,SO-2024-007855,6,5,2024-07-18,2024-07-25,2024-07-19,Delivered,14554.2,31.33
7856,SO-2024-007856,68,5,2024-07-18,2024-07-24,2024-07-22,Delivered,239010.91,79.96
7857,SO-2024-007857,66,4,2024-07-18,2024-07-27,2024-07-19,Delivered,231359.01,38.66
7858,SO-2024-007858,40,5,2024-07-18,2024-07-25,2024-07-21,Delivered,6994.01,91.83
7859,SO-2024-007859,100,4,2024-07-18,2024-07-27,2024-07-20,Delivered,11060.34,21.16
7860,SO-2024-007860,77,1,2024-07-18,2024-08-01,2024-07-19,Delivered,844.04,73.94
7861,SO-2024-007861,102,5,2024-07-18,2024-07-26,2024-07-19,Delivered,3432.48,15.03
7862,SO-2024-007862,1,2,2024-07-18,2024-07-23,2024-07-21,Delivered,291504.24,14.36
7863,SO-2024-007863,60,4,2024-07-18,2024-08-01,2024-07-23,Delivered,90444.03,64.01
7864,SO-2024-007864,61,3,2024-07-18,2024-07-29,2024-07-22,Delivered,199250.65,98.43
7865,SO-2024-007865,146,2,2024-07-18,2024-07-21,2024-07-19,Delivered,15155.84,64.54
7866,SO-2024-007866,24,2,2024-07-18,2024-07-29,2024-07-19,Delivered,4827.62,58.8
7867,SO-2024-007867,74,2,2024-07-18,2024-07-29,2024-07-21,Delivered,7181.66,20.21
7868,SO-2024-007868,42,5,2024-07-18,2024-07-28,2024-07-22,Delivered,24178.31,79.39
7869,SO-2024-007869,93,5,2024-07-18,2024-07-26,2024-07-23,Delivered,69683.82,58.34
7870,SO-2024-007870,105,1,2024-07-18,2024-07-24,2024-07-21,Delivered,6046.74,86.44
7871,SO-2024-007871,103,4,2024-07-18,2024-07-28,2024-07-19,Delivered,108749.57,95.74
7872,SO-2024-007872,121,2,2024-07-18,2024-07-30,2024-07-20,Delivered,18057.54,46.06
7873,SO-2024-007873,127,5,2024-07-18,2024-07-25,2024-07-22,Delivered,139114.88,63.05
7874,SO-2024-007874,145,2,2024-07-18,2024-08-01,2024-07-21,Delivered,910.07,26.49
7875,SO-2024-007875,109,4,2024-07-18,2024-07-27,2024-07-22,Delivered,7472.24,48.84
7876,SO-2024-007876,26,2,2024-07-18,2024-07-27,2024-07-20,Delivered,170187.25,83.31
7877,SO-2024-007877,96,4,2024-07-18,2024-07-29,2024-07-21,Delivered,6434.64,15.42
7878,SO-2024-007878,23,5,2024-07-18,2024-08-01,2024-07-21,Delivered,291533.24,39.38
7879,SO-2024-007879,116,2,2024-07-18,2024-07-28,2024-07-21,Delivered,2413.39,95.15
7880,SO-2024-007880,33,3,2024-07-18,2024-07-28,2024-07-20,Delivered,47609.78,26.91
7881,SO-2024-007881,60,5,2024-07-18,2024-08-01,2024-07-19,Delivered,263900.63,84.85
7882,SO-2024-007882,143,3,2024-07-18,2024-07-27,2024-07-23,Delivered,258050.84,26.22
7883,SO-2024-007883,71,5,2024-07-18,2024-07-28,2024-07-22,Delivered,36119.61,26.2
7884,SO-2024-007884,49,1,2024-07-18,2024-07-22,2024-07-20,Delivered,251139.73,15.05
7885,SO-2024-007885,74,3,2024-07-18,2024-07-24,2024-07-21,Delivered,13720.38,16.32
7886,SO-2024-007886,16,3,2024-07-18,2024-07-29,2024-07-21,Delivered,75817.99,98.72
7887,SO-2024-007887,16,1,2024-07-18,2024-07-26,2024-07-23,Delivered,78044.02,26.64
7888,SO-2024-007888,52,1,2024-07-18,2024-08-01,2024-07-20,Delivered,302582.29,38.0
7889,SO-2024-007889,64,1,2024-07-18,2024-07-31,2024-07-21,Delivered,12915.99,12.39
7890,SO-2024-007890,87,3,2024-07-18,2024-07-30,2024-07-23,Delivered,358186.21,58.58
7891,SO-2024-007891,69,5,2024-07-18,2024-07-30,2024-07-22,Delivered,1849.53,52.89
7892,SO-2024-007892,24,3,2024-07-18,2024-07-22,2024-07-22,Delivered,20542.23,37.56
7893,SO-2024-007893,87,4,2024-07-18,2024-07-31,2024-07-23,Delivered,86986.37,85.91
7894,SO-2024-007894,78,5,2024-07-18,2024-07-29,2024-07-19,Delivered,15370.73,32.58
7895,SO-2024-007895,44,4,2024-07-18,2024-07-28,2024-07-22,Delivered,133093.62,72.02
7896,SO-2024-007896,143,5,2024-07-18,2024-08-01,2024-07-22,Delivered,168644.67,73.38
7897,SO-2024-007897,94,3,2024-07-18,2024-08-01,2024-07-19,Delivered,199835.22,15.4
7898,SO-2024-007898,18,2,2024-07-18,2024-07-24,2024-07-22,Delivered,23216.72,58.29
7899,SO-2024-007899,124,4,2024-07-18,2024-07-22,2024-07-22,Delivered,145863.69,80.3
7900,SO-2024-007900,44,1,2024-07-18,2024-08-01,2024-07-21,Delivered,332993.62,43.73
7901,SO-2024-007901,22,1,2024-07-18,2024-07-23,2024-07-23,Delivered,3875.72,74.68
7902,SO-2024-007902,112,3,2024-07-18,2024-07-22,2024-07-22,Delivered,3692.16,37.28
7903,SO-2024-007903,14,4,2024-07-18,2024-07-27,2024-07-19,Delivered,85013.42,96.43
7904,SO-2024-007904,41,1,2024-07-19,2024-07-23,2024-07-24,Delivered,77465.98,19.74
7905,SO-2024-007905,51,4,2024-07-19,2024-07-23,2024-07-21,Delivered,1463.98,98.65
7906,SO-2024-007906,117,4,2024-07-19,2024-07-22,2024-07-20,Delivered,4345.99,20.09
7907,SO-2024-007907,88,4,2024-07-19,2024-07-28,2024-07-23,Delivered,219488.44,14.11
7908,SO-2024-007908,17,3,2024-07-19,2024-07-26,2024-07-21,Delivered,90025.2,77.62
7909,SO-2024-007909,137,2,2024-07-19,2024-08-01,2024-07-23,Delivered,2711.8,79.82
7910,SO-2024-007910,89,5,2024-07-19,2024-07-31,2024-07-20,Delivered,157101.84,81.65
7911,SO-2024-007911,13,4,2024-07-19,2024-07-31,2024-07-24,Delivered,264693.69,57.31
7912,SO-2024-007912,56,3,2024-07-19,2024-08-01,2024-07-21,Delivered,3454.36,63.46
7913,SO-2024-007913,59,4,2024-07-19,2024-07-23,2024-07-21,Delivered,93901.96,64.5
7914,SO-2024-007914,117,5,2024-07-19,2024-07-29,2024-07-22,Delivered,16850.73,81.07
7915,SO-2024-007915,96,3,2024-07-19,2024-07-26,2024-07-21,Delivered,8240.33,75.98
7916,SO-2024-007916,104,1,2024-07-19,2024-08-01,2024-07-24,Delivered,327723.19,50.82
7917,SO-2024-007917,47,4,2024-07-19,2024-08-01,2024-07-24,Delivered,1813.7,54.67
7918,SO-2024-007918,89,4,2024-07-19,2024-07-26,2024-07-22,Delivered,281629.15,53.87
7919,SO-2024-007919,38,2,2024-07-19,2024-07-22,2024-07-20,Delivered,170464.72,18.03
7920,SO-2024-007920,53,1,2024-07-19,2024-08-01,2024-07-23,Delivered,485148.28,94.61
7921,SO-2024-007921,36,3,2024-07-19,2024-07-28,2024-07-24,Delivered,13818.36,36.75
7922,SO-2024-007922,47,3,2024-07-19,2024-07-28,2024-07-24,Delivered,5390.18,26.62
7923,SO-2024-007923,84,4,2024-07-19,2024-07-22,2024-07-20,Delivered,1466.6,62.44
7924,SO-2024-007924,29,1,2024-07-19,2024-07-25,2024-07-20,Delivered,386502.73,81.69
7925,SO-2024-007925,129,1,2024-07-19,2024-07-22,2024-07-22,Delivered,71552.11,17.77
7926,SO-2024-007926,48,3,2024-07-19,2024-07-29,2024-07-23,Delivered,539.57,88.38
7927,SO-2024-007927,74,4,2024-07-19,2024-07-31,2024-07-22,Delivered,7373.01,94.96
7928,SO-2024-007928,124,5,2024-07-19,2024-07-28,2024-07-23,Delivered,84313.88,45.82
7929,SO-2024-007929,142,2,2024-07-19,2024-08-01,2024-07-21,Delivered,387141.56,15.82
7930,SO-2024-007930,63,1,2024-07-19,2024-07-26,2024-07-20,Delivered,295088.37,80.45
7931,SO-2024-007931,90,4,2024-07-19,2024-07-24,2024-07-20,Delivered,82726.11,34.53
7932,SO-2024-007932,40,1,2024-07-19,2024-07-29,2024-07-20,Delivered,5794.41,54.48
7933,SO-2024-007933,66,4,2024-07-19,2024-07-25,2024-07-22,Delivered,25466.74,14.24
7934,SO-2024-007934,103,3,2024-07-19,2024-07-28,2024-07-23,Delivered,18714.8,96.61
7935,SO-2024-007935,59,5,2024-07-19,2024-07-31,2024-07-21,Delivered,69284.53,83.11
7936,SO-2024-007936,105,2,2024-07-19,2024-07-30,2024-07-21,Delivered,633.0,72.49
7937,SO-2024-007937,144,3,2024-07-19,2024-08-02,2024-07-21,Delivered,571601.61,39.92
7938,SO-2024-007938,83,4,2024-07-19,2024-08-01,2024-07-24,Delivered,329698.8,87.23
7939,SO-2024-007939,60,3,2024-07-19,2024-07-25,2024-07-21,Delivered,328654.58,71.66
7940,SO-2024-007940,21,4,2024-07-19,2024-07-28,2024-07-21,Delivered,4340.5,83.19
7941,SO-2024-007941,62,3,2024-07-19,2024-07-24,2024-07-22,Delivered,6564.42,78.22
7942,SO-2024-007942,121,3,2024-07-19,2024-07-25,2024-07-21,Delivered,75580.35,82.72
7943,SO-2024-007943,85,1,2024-07-19,2024-07-30,2024-07-23,Delivered,44134.19,22.46
7944,SO-2024-007944,42,5,2024-07-19,2024-07-24,2024-07-21,Delivered,16983.72,59.33
7945,SO-2024-007945,35,4,2024-07-19,2024-07-25,2024-07-21,Delivered,87533.71,18.82
7946,SO-2024-007946,22,1,2024-07-19,2024-07-31,2024-07-23,Delivered,18958.56,47.8
7947,SO-2024-007947,79,4,2024-07-19,2024-07-29,2024-07-21,Delivered,7201.1,67.01
7948,SO-2024-007948,3,2,2024-07-19,2024-07-23,2024-07-24,Delivered,5890.65,22.92
7949,SO-2024-007949,8,2,2024-07-19,2024-07-22,2024-07-21,Delivered,16167.99,64.78
7950,SO-2024-007950,4,4,2024-07-19,2024-07-25,2024-07-21,Delivered,159481.34,32.01
7951,SO-2024-007951,64,5,2024-07-19,2024-07-28,2024-07-24,Delivered,4889.67,22.86
7952,SO-2024-007952,92,1,2024-07-19,2024-07-30,2024-07-24,Delivered,218649.74,79.27
7953,SO-2024-007953,108,4,2024-07-19,2024-07-24,2024-07-21,Delivered,13242.84,34.69
7954,SO-2024-007954,20,1,2024-07-19,2024-07-31,2024-07-23,Delivered,172870.31,51.98
7955,SO-2024-007955,101,2,2024-07-20,2024-07-27,2024-07-22,Delivered,4640.34,50.81
7956,SO-2024-007956,21,2,2024-07-20,2024-08-02,2024-07-22,Delivered,5563.57,22.29
7957,SO-2024-007957,110,4,2024-07-20,2024-08-02,2024-07-22,Delivered,2044.81,12.34
7958,SO-2024-007958,108,4,2024-07-20,2024-07-29,2024-07-23,Delivered,5501.0,80.4
7959,SO-2024-007959,96,2,2024-07-20,2024-08-01,2024-07-22,Delivered,154.08,65.24
7960,SO-2024-007960,115,1,2024-07-20,2024-07-23,2024-07-22,Delivered,118246.88,59.61
7961,SO-2024-007961,86,3,2024-07-20,2024-07-23,2024-07-25,Delivered,11032.56,82.3
7962,SO-2024-007962,62,1,2024-07-20,2024-07-26,2024-07-23,Delivered,6538.68,41.67
7963,SO-2024-007963,90,4,2024-07-20,2024-07-30,2024-07-22,Delivered,211240.27,76.61
7964,SO-2024-007964,146,2,2024-07-20,2024-07-24,2024-07-22,Delivered,839.52,93.62
7965,SO-2024-007965,96,3,2024-07-20,2024-08-03,2024-07-22,Delivered,10737.42,21.31
7966,SO-2024-007966,8,1,2024-07-20,2024-07-23,2024-07-23,Delivered,35943.78,62.93
7967,SO-2024-007967,36,5,2024-07-20,2024-07-30,2024-07-21,Delivered,82.52,65.86
7968,SO-2024-007968,132,1,2024-07-20,2024-08-03,2024-07-23,Delivered,310036.89,53.59
7969,SO-2024-007969,19,1,2024-07-20,2024-07-25,2024-07-22,Delivered,8573.72,64.4
7970,SO-2024-007970,56,2,2024-07-20,2024-07-27,2024-07-22,Delivered,3708.45,19.74
7971,SO-2024-007971,63,2,2024-07-20,2024-07-31,2024-07-24,Delivered,86910.64,95.33
7972,SO-2024-007972,86,5,2024-07-20,2024-07-23,2024-07-24,Delivered,4286.39,97.67
7973,SO-2024-007973,118,1,2024-07-20,2024-07-29,2024-07-21,Delivered,24314.61,53.68
7974,SO-2024-007974,137,2,2024-07-20,2024-08-02,2024-07-21,Delivered,2475.9,64.41
7975,SO-2024-007975,131,2,2024-07-20,2024-07-31,2024-07-23,Delivered,5909.94,43.2
7976,SO-2024-007976,147,4,2024-07-20,2024-07-25,2024-07-24,Delivered,275285.78,64.0
7977,SO-2024-007977,15,4,2024-07-20,2024-08-01,2024-07-23,Delivered,208311.77,23.26
7978,SO-2024-007978,75,5,2024-07-20,2024-07-25,2024-07-25,Delivered,1174.89,49.4
7979,SO-2024-007979,21,4,2024-07-20,2024-07-28,2024-07-21,Delivered,1875.3,17.63
7980,SO-2024-007980,104,2,2024-07-20,2024-07-24,2024-07-22,Delivered,101480.5,61.68
7981,SO-2024-007981,137,4,2024-07-20,2024-07-31,2024-07-25,Delivered,5142.58,23.81
7982,SO-2024-007982,72,4,2024-07-21,2024-07-24,2024-07-24,Delivered,7210.8,16.03
7983,SO-2024-007983,64,4,2024-07-21,2024-07-27,2024-07-24,Delivered,27804.63,78.06
7984,SO-2024-007984,95,3,2024-07-21,2024-07-31,2024-07-22,Delivered,1283.85,79.59
7985,SO-2024-007985,143,3,2024-07-21,2024-07-27,2024-07-25,Delivered,72003.66,54.65
7986,SO-2024-007986,125,3,2024-07-21,2024-07-27,2024-07-22,Delivered,14528.97,65.15
7987,SO-2024-007987,39,2,2024-07-21,2024-07-25,2024-07-26,Delivered,1377.12,19.3
7988,SO-2024-007988,2,5,2024-07-21,2024-07-31,2024-07-23,Delivered,131938.92,93.86
7989,SO-2024-007989,132,5,2024-07-21,2024-08-02,2024-07-25,Delivered,159919.78,57.12
7990,SO-2024-007990,19,3,2024-07-21,2024-08-03,2024-07-23,Delivered,21113.34,11.57
7991,SO-2024-007991,77,3,2024-07-21,2024-07-25,2024-07-23,Delivered,8786.68,95.34
7992,SO-2024-007992,78,2,2024-07-21,2024-07-28,2024-07-22,Delivered,11525.52,87.77
7993,SO-2024-007993,67,4,2024-07-21,2024-08-02,2024-07-25,Delivered,214098.48,60.76
7994,SO-2024-007994,15,1,2024-07-21,2024-07-30,2024-07-23,Delivered,168906.56,27.04
7995,SO-2024-007995,28,2,2024-07-21,2024-07-26,2024-07-25,Delivered,1968.8,21.62
7996,SO-2024-007996,56,3,2024-07-21,2024-08-03,2024-07-25,Delivered,4963.81,45.2
7997,SO-2024-007997,82,3,2024-07-21,2024-08-03,2024-07-22,Delivered,15251.35,75.75
7998,SO-2024-007998,129,1,2024-07-21,2024-07-29,2024-07-23,Delivered,163919.92,83.42
7999,SO-2024-007999,40,3,2024-07-21,2024-08-02,2024-07-24,Delivered,7709.74,57.42
8000,SO-2024-008000,112,1,2024-07-21,2024-07-31,2024-07-25,Delivered,16457.58,81.91
8001,SO-2024-008001,121,2,2024-07-22,2024-07-31,2024-07-23,Delivered,1533.96,38.53
8002,SO-2024-008002,100,4,2024-07-22,2024-07-27,2024-07-27,Delivered,8464.44,41.6
8003,SO-2024-008003,24,2,2024-07-22,2024-07-26,2024-07-24,Delivered,1723.0,14.98
8004,SO-2024-008004,24,4,2024-07-22,2024-07-27,2024-07-23,Delivered,3854.92,83.13
8005,SO-2024-008005,50,4,2024-07-22,2024-08-03,2024-07-27,Delivered,171758.83,32.17
8006,SO-2024-008006,115,3,2024-07-22,2024-07-30,2024-07-23,Delivered,172784.76,26.0
8007,SO-2024-008007,30,3,2024-07-22,2024-08-01,2024-07-23,Delivered,621988.13,19.41
8008,SO-2024-008008,58,1,2024-07-22,2024-07-31,2024-07-27,Delivered,118956.35,66.95
8009,SO-2024-008009,5,3,2024-07-22,2024-08-01,2024-07-25,Delivered,126099.46,58.85
8010,SO-2024-008010,9,1,2024-07-22,2024-07-30,2024-07-27,Delivered,145501.02,28.46
8011,SO-2024-008011,84,4,2024-07-22,2024-08-03,2024-07-27,Delivered,4929.55,65.08
8012,SO-2024-008012,141,4,2024-07-22,2024-07-26,2024-07-26,Delivered,49224.38,86.03
8013,SO-2024-008013,122,3,2024-07-22,2024-07-25,2024-07-26,Delivered,17665.11,10.8
8014,SO-2024-008014,92,3,2024-07-22,2024-08-01,2024-07-27,Delivered,220839.35,82.16
8015,SO-2024-008015,52,5,2024-07-22,2024-07-26,2024-07-23,Delivered,255715.8,78.79
8016,SO-2024-008016,121,4,2024-07-22,2024-07-31,2024-07-23,Delivered,8087.86,53.84
8017,SO-2024-008017,41,1,2024-07-22,2024-07-28,2024-07-26,Delivered,77152.49,21.1
8018,SO-2024-008018,44,5,2024-07-22,2024-07-28,2024-07-24,Delivered,353035.37,59.13
8019,SO-2024-008019,49,5,2024-07-22,2024-08-05,2024-07-24,Delivered,524435.62,27.5
8020,SO-2024-008020,126,4,2024-07-22,2024-07-30,2024-07-26,Delivered,13879.21,25.74
8021,SO-2024-008021,146,4,2024-07-22,2024-08-02,2024-07-25,Delivered,1239.25,96.95
8022,SO-2024-008022,55,2,2024-07-22,2024-08-04,2024-07-23,Delivered,6246.72,80.22
8023,SO-2024-008023,44,2,2024-07-22,2024-08-05,2024-07-27,Delivered,68197.08,93.33
8024,SO-2024-008024,12,4,2024-07-22,2024-08-03,2024-07-26,Delivered,235753.11,62.06
8025,SO-2024-008025,71,4,2024-07-22,2024-08-05,2024-07-23,Delivered,104462.05,98.9
8026,SO-2024-008026,12,3,2024-07-22,2024-07-28,2024-07-26,Delivered,169209.99,31.79
8027,SO-2024-008027,35,1,2024-07-22,2024-08-05,2024-07-25,Delivered,130269.92,59.22
8028,SO-2024-008028,134,1,2024-07-22,2024-07-25,2024-07-25,Delivered,124705.79,85.55
8029,SO-2024-008029,124,5,2024-07-22,2024-07-25,2024-07-26,Delivered,101107.17,22.08
8030,SO-2024-008030,31,2,2024-07-22,2024-08-01,2024-07-23,Delivered,389523.9,39.6
8031,SO-2024-008031,96,5,2024-07-22,2024-07-28,2024-07-26,Delivered,5926.73,37.6
8032,SO-2024-008032,85,2,2024-07-22,2024-08-05,2024-07-25,Delivered,137906.38,24.72
8033,SO-2024-008033,94,5,2024-07-22,2024-08-02,2024-07-25,Delivered,36068.09,19.79
8034,SO-2024-008034,86,3,2024-07-22,2024-08-02,2024-07-24,Delivered,1914.84,14.73
8035,SO-2024-008035,70,5,2024-07-22,2024-08-03,2024-07-24,Delivered,82069.8,35.04
8036,SO-2024-008036,17,5,2024-07-22,2024-07-27,2024-07-24,Delivered,360376.29,32.51
8037,SO-2024-008037,112,3,2024-07-22,2024-07-31,2024-07-25,Delivered,9987.87,35.29
8038,SO-2024-008038,68,3,2024-07-22,2024-07-29,2024-07-25,Delivered,113002.12,83.25
8039,SO-2024-008039,110,2,2024-07-22,2024-07-31,2024-07-27,Delivered,6356.86,80.16
8040,SO-2024-008040,67,1,2024-07-22,2024-07-29,2024-07-27,Delivered,137974.5,55.11
8041,SO-2024-008041,122,1,2024-07-22,2024-07-30,2024-07-24,Delivered,3410.87,50.38
8042,SO-2024-008042,110,5,2024-07-22,2024-08-02,2024-07-24,Delivered,38618.94,26.25
8043,SO-2024-008043,39,1,2024-07-22,2024-08-03,2024-07-26,Delivered,1425.31,30.66
8044,SO-2024-008044,139,2,2024-07-22,2024-08-01,2024-07-25,Delivered,94496.46,88.59
8045,SO-2024-008045,11,3,2024-07-22,2024-07-28,2024-07-23,Delivered,626.16,72.37
8046,SO-2024-008046,105,5,2024-07-22,2024-07-25,2024-07-27,Delivered,3253.17,45.56
8047,SO-2024-008047,127,3,2024-07-22,2024-07-31,2024-07-26,Delivered,81357.93,91.93
8048,SO-2024-008048,29,3,2024-07-22,2024-08-05,2024-07-24,Delivered,212832.15,34.91
